,created_at,hashtags,lang,location,locationBis,positivity,text
49,2018-06-14 14:56:02,"['WorldCupRussia2018', 'lequipecdm', 'RUSARA']",fr,"Paris, France",USA,1,Gianni il a mit en galère tous les traducteurs du monde en mixant russe anglais arabe #WorldCupRussia2018 #lequipecdm #RUSARA
50,2018-06-14 14:56:05,"['RUSARA', 'WorldCupRussia2018']",fr,France,FRA,1,Le football c’est aussi être prêt à regarder le match d’ouverture le plus éclatés de l’histoire #RUSARA #WorldCupRussia2018
51,2018-06-14 14:56:06,['RUSARA'],fr,Dieppe / Rouen,FRA,1,"RT @ParionsSportEL: 🎁 5 x 20€ de paris gratuits à gagner sur #RUSARA

1⃣ RT &amp; Follow 
2⃣ Réponds au post de la manière suivante : 2-0 ou 2/…"
52,2018-06-14 14:56:08,['RUSARA'],fr,"Toulouse, France",FRA,1,"RT @ParionsSportEL: 🎁 5 x 20€ de paris gratuits à gagner sur #RUSARA

1⃣ RT &amp; Follow 
2⃣ Réponds au post de la manière suivante : 2-0 ou 2/…"
53,2018-06-14 14:56:09,"['RUSARA', 'RUSKSA']",fr,France,FRA,-1,Infantino il prend trop la confiance la il a oublié qu’il servait qu’à faire des tirages au sort #RUSARA #RUSKSA
54,2018-06-14 14:56:12,"['WorldCupRussia2018', 'CM2018', 'RUSARA']",fr,La France,,0,"Russie - Arabie Saoudite, c'est pas un match de PD !
#WorldCupRussia2018 #CM2018 #RUSARA"
55,2018-06-14 14:56:21,"['CM2018', 'RUSARA']",fr,"Saint-Denis, La Réunion",REU,0,Infantino qui lache un allah u akbar sans pression... #CM2018 #RUSARA
56,2018-06-14 14:56:24,['CoupeDuMonde2018'],fr,"Paris, France",USA,0,"RT @TextMasterFR: La #CoupeDuMonde2018 en Russie débute dans quelques minutes ! Chez TextMaster, on célèbre les langues : Russie vs Arabie…"
57,2018-06-14 14:56:25,['RUSARA'],fr,France,FRA,0,"@TF1 rassurez moi, vous n’allez pas le payer le traducteur Russe de #RUSARA ?"
58,2018-06-14 14:56:37,"['CDM18', 'RUSARA']",fr,"La Fère, Picardie",,-1,On dirait pas le méchant dans Moi moche et méchant 😂😂😂 #CDM18 #RUSARA https://t.co/ueHPQhGlfT
59,2018-06-14 14:56:37,['FIFAWorldCup'],fr,Belgium,BEL,-1,"C’est parti pour un mois de foot ⚽️🏆 et un « ClasicOil » pour débuter...  
🇷🇺 vs 🇸🇦 

#FIFAWorldCup… https://t.co/8OhbnOClDc"
60,2018-06-14 14:56:37,"['WorldCupRussia2018', 'RUSARA']",fr,,,-1,Quand ton pote te demande ton dernier nugget #WorldCupRussia2018 #RUSARA https://t.co/9tua6CgVZR
61,2018-06-14 14:56:43,['arabiesaoudite'],fr,,,1,"@GV3443GV @NicolasKanaan reste à savoir si l'#arabiesaoudite a acheté le match ou pas, tu verras ds 90 mn 🤣… https://t.co/QoJuzwaRA6"
62,2018-06-14 14:56:49,['RUSARA'],fr,Parc des princes,,0,Aller L'Arabie Saoudite #RUSARA
63,2018-06-14 14:56:53,"['RUSARA', 'Russie2018']",fr,,,1,allez petit pronostic les mecs( et filles évitons une polémique lol) pour ce premier match ! #RUSARA #Russie2018… https://t.co/6Zx4ZalnrZ
64,2018-06-14 14:56:57,['RUSARA'],fr,,,0,Votre traducteur les gars ... 🤦‍♀️ #RUSARA
65,2018-06-14 14:56:59,['RUSARA'],fr,,,1,"RT @Oubaaaaaaa: - Mam's tu peux mettre Russie - Arabie Saoudite stp ?
- Attends y'a les reines du shopping special tenue d'été.
#RUSARA htt…"
66,2018-06-14 14:57:01,['RUSARA'],fr,"Reims, France",FRA,1,"L’Hymne Russe c’est le plus bel hymne au monde, tous le monde le chante celui la #RUSARA"
67,2018-06-14 14:57:02,"['RUSARA', 'Tf1']",fr,,,0,« euh la le président parle en arabe » 😭 #RUSARA #Tf1
68,2018-06-14 14:57:04,"['RUSARA', 'WorldCupRussia2018', 'WorldCup2018']",fr,France,FRA,1,Le football c’est aussi être prêt à regarder le match d’ouverture le plus éclatés de l’histoire #RUSARA #WorldCupRussia2018 #WorldCup2018
69,2018-06-14 14:57:08,['RUSARA'],fr,Valhalla,,1,Place au plus Belle hymne au MONDE #RUSARA
70,2018-06-14 14:57:17,"['CDM2018', 'RUSARA']",fr,"Paris, France",USA,1,Xptderrrr la petite qui fais une duûa avec les mains à l’air jsuis exploser 😭 #CDM2018 #RUSARA
71,2018-06-14 14:57:23,['RUSARA'],fr,"Dives-sur-Mer, France",FRA,1,"RT @ParionsSportEL: 🎁 5 x 20€ de paris gratuits à gagner sur #RUSARA

1⃣ RT &amp; Follow 
2⃣ Réponds au post de la manière suivante : 2-0 ou 2/…"
72,2018-06-14 14:57:24,"['WorldCupRussia2018', 'RUSARA', 'RUS', 'ARA']",fr,"Diebling, France",FRA,0,C’est partiii ! La Coupe du Monde commence maintenant ! 👌🏼⚽️🏆 #WorldCupRussia2018 #RUSARA #RUS #ARA
73,2018-06-14 14:57:25,['RUSARA'],fr,,,-1,J'attend plus ce ptn de #RUSARA que les deux dernières finales de l'UCL réunis
74,2018-06-14 14:57:25,"['RUSARA', 'WorldCupRussia2018', 'WorldCup']",fr,France,FRA,1,Le football c’est aussi être prêt à regarder le match d’ouverture le plus éclatés de l’histoire #RUSARA #WorldCupRussia2018 #WorldCup
75,2018-06-14 14:57:26,[],fr,,,1,RT @PrinceduParc: Aleksandr Golovin est un bon joueur... Bizarre que aucun club de Ligue 1 ne se penche sur lui... J'espère que sa Coupe du…
76,2018-06-14 14:57:28,['RUSARA'],fr,"Froissy, France",FRA,1,L’hymne la plus belle du monde #RUSARA  LA RUSSIE
77,2018-06-14 14:57:29,['RUSARA'],fr,Accra/Lyon,GHA,0,L’hymne russe il pete des culs. J’ai envie d’aller combattre un ours en slip dans la toundra sibérienne. #RUSARA
78,2018-06-14 14:57:30,"['CoupeDuMonde', 'RUSARA']",fr,Lille,FRA,1,En espérant que le jeu russe ne soit pas aussi saccadé que la trad de notre ami @beinsports_FR #CoupeDuMonde #RUSARA
79,2018-06-14 14:57:32,"['ArabieSaoudite', 'RUSSAU', 'RUSKSA']",fr,,,1,"@GV3443GV @NicolasKanaan tu verras ds 90 min, si l'#ArabieSaoudite a acheté ou pas le match 🤣 #RUSSAU #RUSKSA… https://t.co/f0Sa8Mz9EF"
80,2018-06-14 14:57:42,"['RUSARA', 'CDM18']",fr,,,0,L’hymne russe ❤️ #RUSARA #CDM18
81,2018-06-14 14:57:48,['RUSARA'],fr,"Borsigplatz, Dortmund",DEU,0,Il a aucue dégaine l’hymne saoudien. #RUSARA
82,2018-06-14 14:57:49,"['FIFAWorldCup', 'RUSARA']",fr,77,,0,Coupe du monde 2018 c’est partie ! #FIFAWorldCup #RUSARA
83,2018-06-14 14:57:51,"['WorldCupRussia2018', 'RUSARA']",fr,"Atlantic City, NJ",USA,1,"- La Russie est un pays chaleureux et accueillant, jte vois l'arbitre 
#WorldCupRussia2018 #RUSARA https://t.co/yfXHFJsdjm"
84,2018-06-14 14:57:55,"['CM2018', 'WorldCup', 'WorldCupRussia2018', 'CDM2018', 'RUSARA']",fr,,,0,"Première fois de ma vie que j'entend l'hymne de l'Arabie Saoudite 
#CM2018 #WorldCup #WorldCupRussia2018 #CDM2018 #RUSARA"
85,2018-06-14 14:57:59,"['RUSKSA', 'RUSARA']",fr,,,1,L’hymne Russe &gt;&gt;&gt;&gt;&gt; Tous les hymnes  #RUSKSA #RUSARA
86,2018-06-14 14:58:00,['RUSARA'],fr,-Là où le Monde est stone- ,,0,Et s'ils venaient leurs gâchés la fête les Saoudiens  ?  #RUSARA
87,2018-06-14 14:58:03,['RUSARA'],fr,,,0,RT @ClemJTF: L’hymne russe il pete des culs. J’ai envie d’aller combattre un ours en slip dans la toundra sibérienne. #RUSARA
88,2018-06-14 14:58:03,['RUSARA'],fr,Nancy,FRA,0,"Ça passera peut être pas les poules, mais la Russie est championne du monde des hymnes nationaux #RUSARA"
89,2018-06-14 14:58:05,"['CM2018', 'RUSARA']",fr,"Ile-de-France, France",FRA,-1,RT @hey_loudie: Mon père et moi on connaît 0 joueur mais impossible de rater le 1er match ptdr #CM2018 #RUSARA
90,2018-06-14 14:58:06,[],fr,,,1,"Merci du soutien !

Russie🇷🇺 vs Arabie saoudite 🇸🇦 

Simples

BTTS ➡️ 2,25
Nul ou Arabie saoudite ➡️ 2,55

❤️Si tu… https://t.co/UVUVzV48Rs"
91,2018-06-14 14:58:07,"['CDM2018', 'RUSARA']",fr,"Paris, France",USA,1,L’homme russes qu’est qu’il et magnifique #CDM2018 #RUSARA
92,2018-06-14 14:58:10,['RUSARA'],fr,Amiens 80 ,FRA,0,Posé devant #RUSARA 🍺💪🏻🏆
93,2018-06-14 14:58:12,"['RUSARA', 'CM2018']",fr,France/nice/Villeneuve Loubet,FRA,1,"RT @pantalon_blanc: Couuuuupe du Mooooonde. Hyyyyyype 🔥

Un bon petit match tout pété pour commencer, ça c'est l'esprit CDM #RUSARA #CM2018"
94,2018-06-14 14:58:12,"['FRA', 'RUSARA', 'Worldcup2018Russia']",fr,Lille/Paris/Terre-Sainte,USA,-1,"M’en fous, je chante La Marseillaise à chaque hymne #FRA #RUSARA #Worldcup2018Russia"
95,2018-06-14 14:58:13,"['WorldCupRussia2018', 'RUSARA']",fr,,,1,"RT @majin_sliggy: - La Russie est un pays chaleureux et accueillant, jte vois l'arbitre 
#WorldCupRussia2018 #RUSARA https://t.co/yfXHFJsdjm"
96,2018-06-14 14:58:13,['RUSARA'],fr,"Le Cateau-Cambrésis, France",FRA,0,Mdr bah y joue en Arabie saoudite @Lgustavo_19 ??#RUSARA
97,2018-06-14 14:58:15,[],fr,"Poitou-Charentes, France",FRA,0,"RT @MkrInes: LE LIVE EST LANCÉ !
Regardons le match ensemble 🔥
-
https://t.co/jO7x1L4Tsg https://t.co/BTPSO2DvSd"
98,2018-06-14 14:58:19,"['WorldCupRussia2018', 'RUSARA']",fr,,,0,Je vois un 2-2 cet après-midi #WorldCupRussia2018 #RUSARA
99,2018-06-14 14:58:21,['RUSARA'],fr,🇪🇸,,0,eh les joueurs de l’arabie saoudite ils sont allés les chercher à st denis #RUSARA
100,2018-06-14 14:58:22,"['RUSARA', 'Mondiali2018']",fr,Paris - Dakar - Montargis ;),USA,0,"Quand j’entends l’hymne russe, je ne peux m’empecher de penser à Rocky IV #RUSARA #Mondiali2018"
101,2018-06-14 14:58:25,"['Mondial2018', 'Russia2018', 'RUSARA']",fr,Gard provençal,,0,"Fête des écoles le soir de l’ouverture de la coupe du monde.
Je suis pas Chounard !
#Mondial2018
#Russia2018 #RUSARA"
102,2018-06-14 14:58:26,['RobbieWilliams'],fr,"Nanterre, France",FRA,1,RT @NicolasKanaan: « Take that Anne-Sophie » aurait voulu dire #RobbieWilliams à Anne-Sophie Lapix avec ce doigt d’honneur. Tout s’explique…
103,2018-06-14 14:58:27,"['CDM18', 'CoupeDuMonde2018', 'mondial2018', 'RUSARA']",fr,MONTPELLIER,FRA,0,L hymne russe ❤❤❤des frissons... #CDM18 #CoupeDuMonde2018 #mondial2018 #RUSARA
104,2018-06-14 14:58:32,"['RUSARA', 'Tf1']",fr,"sur la lune, a cote de mars ^^",,0,RT @AdamChuiki: « euh la le président parle en arabe » 😭 #RUSARA #Tf1
105,2018-06-14 14:58:39,"['RUSARA', 'CM2018']",fr,Halluin 59,FRA,0,L'hommage au président grolandais ca me fout les larmes putain #RUSARA #CM2018
106,2018-06-14 14:58:41,"['Mondial2018', 'RUSARA', 'Rusia2018']",fr,,,0,L’hymne russe me rappelle le chant de la victoire de la seconde guerre mondiale mdr #Mondial2018 #RUSARA #Rusia2018
107,2018-06-14 14:58:42,"['RUSARA', 'CM2018', 'WorldCupRussia2018']",fr,France,FRA,0,RT @blackpillsFR: A vos pronos ! Qui va gagner ce match d'ouverture Russie - Arabie Saoudite ? #RUSARA #CM2018 #WorldCupRussia2018
108,2018-06-14 14:58:44,"['CDM18', 'RUSARA']",fr,"Angers, France",FRA,1,C’est parti pour le match d’ouverture le pété de tous les temps #CDM18 #RUSARA
109,2018-06-14 14:58:45,['RobbieWilliams'],fr,"Paris, Ile-de-France",USA,1,RT @NicolasKanaan: « Take that Anne-Sophie » aurait voulu dire #RobbieWilliams à Anne-Sophie Lapix avec ce doigt d’honneur. Tout s’explique…
110,2018-06-14 14:58:47,"['CDM18', 'RUSARA']",fr,"Nice, France",FRA,1,"L’Arabie Saoudite avec @Sopranopsy4 en défense centrale 
#CDM18 #RUSARA https://t.co/Kpz9Y7tN60"
111,2018-06-14 14:58:54,['RUSARA'],fr,,,1,L’hymne Russe est beau quand meme #RUSARA
112,2018-06-14 14:58:57,['RUSARA'],fr,"Nice, France",FRA,1,C’est sympa de jouer l’hymne de @Groland en hommage à son président #RUSARA
113,2018-06-14 14:58:59,"['WorldCupRussia2018', 'RUSARA']",fr,,,-1,RT @PereDoduFrance: Quand ton pote te demande ton dernier nugget #WorldCupRussia2018 #RUSARA https://t.co/9tua6CgVZR
114,2018-06-14 14:58:59,['RUSARA'],fr,,,1,"RT @ParionsSportEL: 🎁 5 x 20€ de paris gratuits à gagner sur #RUSARA

1⃣ RT &amp; Follow 
2⃣ Réponds au post de la manière suivante : 2-0 ou 2/…"
115,2018-06-14 14:59:00,[],fr,⚽️•🏀•🎾•🏈•🏐•🥌•🏒•🏸•🏓,,1,"4 ans, 48 mois, 1432 jours, 126.144.000 minutes qu’on attendait tous ça.. 😍🔥
LA CDM COMMENCE : C’EST PARTI POUR UN… https://t.co/C3YXxJOhBS"
116,2018-06-14 14:59:02,"['CM2018', 'RUSARA']",fr,"La Fère, Picardie",,-1,On dirait pas Gru de moi moche et méchant 😂😂😂 #CM2018 #RUSARA https://t.co/yOD288TlQ9
117,2018-06-14 14:59:08,[],fr,"Atlantic City, NJ",USA,1,- ... la Russie est un pays chaleureux et accueillant...jte vois l'arbitre.. le foot rassemble et fait rêver...… https://t.co/POEMftwBc5
118,2018-06-14 14:59:08,['RUSARA'],fr,"Borsigplatz, Dortmund",DEU,0,L’hymne russe il colle des frissons. #RUSARA
119,2018-06-14 14:59:09,['RUSARA'],fr,,,0,"C’est partie !! 
🇷🇺 Russie - Arabie Saoudite 🇸🇦 
#RUSARA https://t.co/RBnHXG5Zx9"
120,2018-06-14 14:59:14,['RUSARA'],fr,Cherbourg-Octeville,FRA,1,Bravo à la Russie pour avoir fait un meilleure tifo que tout ceux du PSG #RUSARA
121,2018-06-14 14:59:14,['RUSARA'],fr,94,,1,"RT @Oubaaaaaaa: - Mam's tu peux mettre Russie - Arabie Saoudite stp ?
- Attends y'a les reines du shopping special tenue d'été.
#RUSARA htt…"
122,2018-06-14 14:59:23,"['RUSARA', 'CM2018', 'WorldCupRussia2018']",fr,"Rezé, France",FRA,0,RT @blackpillsFR: A vos pronos ! Qui va gagner ce match d'ouverture Russie - Arabie Saoudite ? #RUSARA #CM2018 #WorldCupRussia2018
123,2018-06-14 14:59:23,"['CoupeDuMonde2018', 'WorldCupRussia2018', 'CDM2018', 'lequipeCDM', 'RUSKSA', 'RUSARA']",fr,,,0,"Cest partir pour la #CoupeDuMonde2018 

En mode ""no life"" pendant un mois 😛

 #WorldCupRussia2018 #CDM2018 #lequipeCDM #RUSKSA #RUSARA"
124,2018-06-14 14:59:26,['RUSARA'],fr,Entre Ghandi et Hitler,,1,"Mettre la pub à 20 secondes du coup d'envoi.
Ah oui, on est sur tf1.
#RUSARA"
125,2018-06-14 14:59:28,['WorldCupRussia2018'],fr,,,1,"🇷🇺 L'équipe d'@EuroWH vous souhaite une excellente #WorldCupRussia2018 !
Nous restons à votre disposition pendant l… https://t.co/qyTctGajFP"
126,2018-06-14 14:59:29,['RUSARA'],fr,,,0,"La Russie va pq perdre, les joueurs ont pas envie d’aller au goulag jpense #RUSARA"
127,2018-06-14 14:59:33,['RUSARA'],fr,"Verrières-le-Buisson, Ile-de-France",FRA,0,Les fans sont voilés en Arabie saoudite ? #RUSARA
128,2018-06-14 14:59:33,[],fr,"Atlantic City, NJ",USA,1,- ... la Russie est un pays chaleureux et accueillant...jte vois l'arbitre.. le foot rassemble et fait rêver...… https://t.co/VGgIcBYJMB
129,2018-06-14 14:59:35,['RUSARA'],fr,"Ile-de-France, France",FRA,1,"RT @ParionsSportEL: 🎁 5 x 20€ de paris gratuits à gagner sur #RUSARA

1⃣ RT &amp; Follow 
2⃣ Réponds au post de la manière suivante : 2-0 ou 2/…"
130,2018-06-14 14:59:42,"['RUSARA', 'Russia2018']",fr,"Bretagne, France",FRA,0,📺 Les russes sont derrière leur équipe 😊 #RUSARA #Russia2018
131,2018-06-14 14:59:42,['RUSARA'],fr,"Foire, Dakar,Senegal",SEN,0,RT @ClemJTF: L’hymne russe il pete des culs. J’ai envie d’aller combattre un ours en slip dans la toundra sibérienne. #RUSARA
