,created_at,hashtags,lang,location,locationBis,positivity,text
1769,2018-06-17 18:07:21,[],en,london,,1,It's been 5mins and xhaka has embarrassed the Arsenal already. How are we collecting so many L's at this World Cup… https://t.co/PucawRh5XW
1770,2018-06-17 18:07:31,"['BRASWI', 'WorldCup']",en,,,0,How did Emile Sande get in this Brazilian squad? #BRASWI #WorldCup https://t.co/4RslyjqqbC
1771,2018-06-17 18:07:33,['BRASWI'],en,"Lagos, Nigeria",PRT,-1,RT @HabibaDaSilva: Waiting for this game like... VAMOS 🇧🇷 #BRASWI https://t.co/RRtKhvZDNG
1772,2018-06-17 18:07:35,['WorldCup'],en,Newcastle/West Yorkshire,ZAF,1,"When your first #WorldCup memories are from 1970 and the real GOAT isn’t Ronaldo or Messi, it’s this guy, there’s o… https://t.co/j57rc4raXh"
1773,2018-06-17 18:07:36,[],en,London,GBR,1,"RT @Jonnyhibberd: Russia has built an impressive new stadium in Rostov where Brazil will play Switzerland today. 

Just 200km west of here…"
1774,2018-06-17 18:07:37,['BRASWI'],en,"London, England",GBR,1,also this #BRASWI hashtag is gonna be huge for West Indian bra retailers
1775,2018-06-17 18:07:38,"['BRASUI', 'BRASWI']",de,"Саратов, Россия",,0,"HOPP SCHWIIZ🇨🇭🇨🇭🇨🇭
#BRASUI #BRASWI"
1776,2018-06-17 18:07:41,"['BRASWI', 'WorldCup']",en,Malaysia,MYS,1,"Switzerland holding their own here

#BRASWI #WorldCup"
1777,2018-06-17 18:07:43,['BRASWI'],en,Somewhere you're probably not,,0,"So it's 

Shaved Vaginas Vs Triangular Chocolates

Though that doesn't work as well in a hashtag as #BRASWI  does 🤣🤣"
1778,2018-06-17 18:07:46,"['SWI', 'BRASWI']",en,"London, England",GBR,0,Granit Xhaka wearing the number 10 for #SWI is an insult to all playmakers  #BRASWI
1779,2018-06-17 18:07:49,"['WorldCup18', 'BRASWI']",en,"York, England",USA,1,"RT @LucyDrake96: The World Cup gives me an excuse to sit in front of the TV watching football all day, I love it❤️ #WorldCup18 #BRASWI"
1780,2018-06-17 18:07:51,"['BRASWI', 'WorldCup']",en,Lewes,GBR,0,"In today's football, how did Xhaka get away with no yellow card there? 📒 #BRASWI #WorldCup"
1781,2018-06-17 18:07:57,"['neymar', 'BRASWI', 'WorldCup2018']",en,London,GBR,0,Why does Neymar have road kill on his head? #neymar #BRASWI #WorldCup2018 https://t.co/oGj5SM25mV
1782,2018-06-17 18:07:57,"['BRA', 'WorldCup']",en,"Lagos, Nigeria.",PRT,1,"Is It Just Me Or Does Neymar Of #BRA Look Like The Beautiful @rihanna With This Hairstyle??? 😱🕺🏿💃🏾

#WorldCup… https://t.co/tn3RBJksDH"
1783,2018-06-17 18:08:07,[],en,"Norfolk, UK",USA,1,"Always love watching the Brazilians play, they really are the best in the world.
Also they wear my favourite colour… https://t.co/3Yd0sagTvf"
1784,2018-06-17 18:08:07,['BRASWI'],en,,,0,Did he just say twat? #BRASWI
1785,2018-06-17 18:08:07,"['Blockchain', 'Neuerscheinung']",de,Germany,DEU,0,"RT @Chain_Berry: Stoff fuer den Urlaub
#Blockchain Boom – Geschichte der Zukunft
#Neuerscheinung
Viel Spass beim

LESEN-&gt; https://t.co/9tuz…"
1786,2018-06-17 18:08:08,[],en,My Father's Living Room ,,1,RT @smatteIsaac: All the teams I've supported so far in this world cup have flopped😣. So I'll through my weight fully behind my beloved Swi…
1787,2018-06-17 18:08:08,['BRASWI'],en,Defensive midfield,,1,"Tried out https://t.co/7vdV0mQByN on #BRASWI yet? You have? You rule 

We're looking for some honest, heart-felt fe… https://t.co/9OheopwDVG"
1788,2018-06-17 18:08:12,['BRASWI'],fr,,,0,Ohh Neymar on dirait Émilie Sandé Avec https://t.co/GZ2tyd84Zc coupe  de cheveux  😂😂😂ou marilyne Monroe 😂😂#BRASWI
1789,2018-06-17 18:08:16,[],en,,,-1,"Are the referees under instruction not to *waste* bookings for blatant shirt holding, that's at least the second on… https://t.co/QJZ3hs4W2z"
1790,2018-06-17 18:08:19,"['beer', 'russia2018', 'braswi', 'photo']",en,Out,,0,#beer #russia2018 #braswi - Drinking a Landlord by @TimothyTaylors @ Potters Bar  — https://t.co/mjItl7wxZT #photo
1791,2018-06-17 18:08:21,['BRASWI'],en,,,1,RT @PiotrFoot: Impressive domination inside the box from Thiago Silva #BRASWI 🇧🇷 https://t.co/gOoKQoaU5R
1792,2018-06-17 18:08:42,['BRASWI'],en,,,1,Watch Live Streaming: Brazil vs Switzeerland – $WorldCup | #BRASWI @CadaloolBrazil vs Switzeerland – $WorldCup |… https://t.co/ghYb8R0ufh
1793,2018-06-17 18:08:46,['BRASWI'],en,Hargeisa,,1,Free Live Streaming: Brazil vs Switzeerland – $WorldCup | #BRASWI @Cadalool: https://t.co/AwI2r0kUTr
1794,2018-06-17 18:08:47,[],de,Newsroom Berlin,,0,RT @dpa_live: Der fünfmalige Weltmeister Brasilien um Superstar Neymar startet ins Turnier. Die Partie der Seleção gegen die Schweiz jetzt…
1795,2018-06-17 18:08:48,"['WorldCup', 'BRASWI']",en,The north,,1,Neymar's hair is an interesting combination of absurd and bizarre. #WorldCup #BRASWI #
1796,2018-06-17 18:08:48,"['worldcup', 'BRASWI']",en,United Kingdom,GBR,0,"Miranda at the back Brazil will be alright on the night #worldcup
🇧🇷#BRASWI🇨🇭 https://t.co/gueN3K2CF2"
1797,2018-06-17 18:08:55,"['BRASWI', 'WorldCup']",fr,,,0,"RT @Nodiflo: Étant suisse marié avec une brésilienne, le marché de ce soir a une saveur particulière ! #BRASWI #WorldCup https://t.co/PCtI0…"
1798,2018-06-17 18:08:58,['BRASWI'],en,"London, England",GBR,1,This is the same Xhaka that just signed a long term contract at Arsenal and Emery sees him as an ‘important’ part of the squad. #BRASWI
1799,2018-06-17 18:08:59,"['BRASUI', 'BRASWI']",fr,,,-1,Neymar ça va lui faire bizarre de pas être la star ça siffle pas pour rien ici faut oublier les petites habitudes #BRASUI #BRASWI
1800,2018-06-17 18:09:00,"['LALATE', 'ENVIVO', 'Brazil', 'Switzerland', 'ENVIVO']",en,Established October 2007,,1,"⚽️ #LALATE ⚽️ #ENVIVO LIVE!
#Brazil vs #Switzerland 
#ENVIVO LIVE! ▶️▶️ https://t.co/nBobwPbNQG
""Brazil""""Switzerlan… https://t.co/7K5Vhr8mDE"
1801,2018-06-17 18:09:01,"['WorldCup2018', 'BRASWI']",en,London,GBR,1,Brazil have the best kit. Ever. #WorldCup2018 #BRASWI
1802,2018-06-17 18:09:02,"['BRESUI', 'BRASWI', 'Bresil', 'Suisse', 'WorldCup', 'Neymar']",fr,"Paris, France",FRA,1,"RT @NicolasKanaan: Bon match à toutes et à tous 

#BRESUI #BRASWI #Bresil #Suisse #WorldCup #Neymar https://t.co/n7TlEu6svz"
1803,2018-06-17 18:09:02,"['Harrogate', 'Knaresborough', 'BRASWI']",en,Earth,,1,RT @SRC_Harrogate: It’s time #Harrogate #Knaresborough get your orders now in as we leave in an hour and we’re booking up fast with #BRASWI…
1804,2018-06-17 18:09:03,['BRASWI'],en,"City of Westminster, London",USA,1,RT @DChallis_OBT: Opportunity Doesn't Make Appointments. You Have To Be Ready When It Arrives. #BRASWI https://t.co/YTF51EYHJN
1805,2018-06-17 18:09:03,"['Switzerland', 'BRASWI', 'WC2018']",en,,,0,RT @scusi_k: Let‘s cheer for #Switzerland 🇨🇭 now! #BRASWI #WC2018
1806,2018-06-17 18:09:19,"['FifaWorldCup2018', 'BRASWI']",en,"Bristol, England",USA,1,"Not trying to downplay Switzerland but if they beat Brazil, this #FifaWorldCup2018 is going to be epic! #BRASWI https://t.co/bMB7FizvSt"
1807,2018-06-17 18:09:21,"['THFC', 'BRASWI']",en,,,-1,"Paulinho will forever be scum to me
Not fit to wear the shirt at #THFC #BRASWI"
1808,2018-06-17 18:09:22,"['CFC', 'BRASWI']",en,"Stamford Bridge, England",,0,RT @stelloyd: It's Willie time #CFC #BRASWI
1809,2018-06-17 18:09:23,"['WorldCup', 'BRASWI']",en,Hargeisa,,1,Free Live Streaming: Brazil vs Switzeerland – #WorldCup | #BRASWI @Cadalool: https://t.co/AwI2r0kUTr
1810,2018-06-17 18:09:23,"['WorldCup', 'BRASWI']",en,East Africa,,1,Nice game. #WorldCup #BRASWI
1811,2018-06-17 18:09:25,"['Worldcupcup2014', 'WorldCup2018']",en,"Muscat, Oman",OMN,1,"RT @spot_kick: Gabriel Jesus painting walls four years ago at the #Worldcupcup2014
Fast forward to #WorldCup2018 , the lad has been saddled…"
1812,2018-06-17 18:09:26,['BraSwi'],en,the Finger Lakes,,1,"RT @EatMyHalo: Who are the Swiss fans supporting?
#BraSwi"
1813,2018-06-17 18:09:26,['BRASWI'],pt,"São Paulo, Brésil",BRA,0,ACORDA BRASIL VAI PRA CIMA #BRASWI
1814,2018-06-17 18:09:32,"['BRASWI', 'Nati']",fr,"Clermont-Ferrand, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
1815,2018-06-17 18:09:34,"['WorldCup', 'India', 'Brazil', 'BRASWI']",en,Germany,DEU,1,Does anyone know why most of the Indians support Brazillian team in the World Cup? #WorldCup #India #Brazil #BRASWI https://t.co/418XgLJpOc
1816,2018-06-17 18:09:43,"['spaghetti', 'BRASWI', 'WorldCup']",en,Scotland,,1,One man that likes Neymars new hair #spaghetti #BRASWI #WorldCup https://t.co/IEs9aMp208
1817,2018-06-17 18:09:51,"['WorldCup', 'BRASUI']",en,Hargeisa,,1,Free Live Streaming: Brazil vs Switzeerland – #WorldCup | #BRASUI @Cadalool: https://t.co/AwI2r0kUTr
1818,2018-06-17 18:09:55,"['WorldCup', 'India', 'Brazil', 'BRASWI']",en,"London, England",GBR,1,RT @jkrprajapati: Does anyone know why most of the Indians support Brazillian team in the World Cup? #WorldCup #India #Brazil #BRASWI https…
1819,2018-06-17 18:09:59,"['BRA', 'SWI', 'WORLDCUP', 'BRASWI']",en,portugals,,1,RT @OttLepland: WIGZERLAND FOR THE WIN #BRA #SWI  #WORLDCUP #BRASWI
1820,2018-06-17 18:09:59,"['BRASWI', 'WorldCup']",en,"Sheffield, England",GBR,1,"That front three of Gabriel Jesus , Neymar and Willian just in front of Coutinho is just too good 😲 🇧🇷 #BRASWI  #WorldCup"
1821,2018-06-17 18:10:00,"['BRASWI', 'worldcup']",en,South side,,-1,You just know Brazil are gonna shit on these guys #BRASWI #worldcup
1822,2018-06-17 18:10:03,[],en,Parts Unknown,,-1,"Because today was the day that happened.

Along with Arnold Palmers final ever round of Golf at a Major and the NBA… https://t.co/ZGutcG07SD"
1823,2018-06-17 18:10:04,"['BRASWI', 'BRASUI']",en,Derry,USA,-1,It’ll be a miracle if Xhaka finishes this game without a card. #BRASWI #BRASUI
1824,2018-06-17 18:10:09,"['WorldCup', 'BRASWI']",en,,,1,RT @sarahkimani: Nice game. #WorldCup #BRASWI
1825,2018-06-17 18:10:09,"['WorldCup', 'BRASWI']",en,"Reading, England",USA,1,I thought Neymar looked familiar... 🤔 #WorldCup #BRASWI https://t.co/0NN53C1MD3
1826,2018-06-17 18:10:11,"['BRASWI', 'Neymar']",en,,,0,"Who did your hair, Neymar? The Council? #BRASWI #Neymar"
1827,2018-06-17 18:10:12,"['Worldcup2018Russia', 'BRASWI']",en,"whitehaven,Cumbria",,0,"“Neymar passes as a last resort” 
Translation: he’s a greedy twat #Worldcup2018Russia 
#BRASWI"
1828,2018-06-17 18:10:12,"['WorldCup', 'BRASUI']",en,Hargeisa,,1,Free Live Streaming: Brazil vs Switzerland – #WorldCup | #BRASUI @Cadalool: https://t.co/AwI2r0kUTr
1829,2018-06-17 18:10:14,[],en,eGcuwa • Rustenburg • SA,ZAF,0,Same here 😫 https://t.co/JVNhAY1Pj8
1830,2018-06-17 18:10:19,"['BRASWI', 'AllezLesBleus', 'WorldCupU20s']",fr,"Caen, Basse-Normandie",FRA,1,"Et pendant #BRASWI nos Bleuets tiennent bon 🏉🏴󠁧󠁢󠁥󠁮󠁧󠁿 8-17🇫🇷50’ #AllezLesBleus 🔵⚪️🔴
#WorldCupU20s 📺@France4tv… https://t.co/SpGYdotfbU"
1831,2018-06-17 18:10:21,['BRASWI'],fr,,,-1,Neymar est vraiment perdu capillairement il faut l aider serieux  😂😂😂 #BRASWI
1832,2018-06-17 18:10:28,"['brasui', 'braswi', 'neymar', 'bra', 'worldcup']",en,,,0,"Neymar’s hair ? 
#brasui #braswi #neymar #bra #worldcup https://t.co/ZTazrpBlH9"
1833,2018-06-17 18:10:31,"['BRESUI', 'BRASWI']",pt,Biarritz,FRA,0,Vai Brazil 💚💛 #BRESUI #BRASWI
1834,2018-06-17 18:10:35,[],en,"Bangalore/Bengaluru, INDIA",IND,1,"Wake up Brazil!! 
Come on!!
Cheer for your team.
Witness REAL ACTION. REAL STUNTS. Not kidding 😜. SERIOUS
VAMOS… https://t.co/JQkiUrJdCz"
1835,2018-06-17 18:10:36,['BRASWI'],en,,,1,"#BRASWI In the latest in a long line of crimes against hair, Neymar appears to be going for 'Favela Drag Queen'. Pu… https://t.co/FHXfDVqWtr"
1836,2018-06-17 18:10:37,[],en,Cascadia,,1,"How about a big bonjour and Guten Tag to old friend of @WhitecapsFC and Cascadia, Herr @erichassli? Wie geht's es E… https://t.co/mEIVYOgWfQ"
1837,2018-06-17 18:10:49,"['WorldCup', 'Brazil', 'Neymar', 'braswi']",en,,,1,Good job #WorldCup ain’t played in February for #Brazil as #Neymar would be off shagging his sister! #braswi
1838,2018-06-17 18:10:51,[],de,"Cairo , Egypt",EGY,0,RT @dpa_live: Der fünfmalige Weltmeister Brasilien um Superstar Neymar startet ins Turnier. Die Partie der Seleção gegen die Schweiz jetzt…
1839,2018-06-17 18:10:59,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
1840,2018-06-17 18:11:05,['BRASWI'],en,LAGOS to EVERYWHERE,PRT,-1,RT @HabibaDaSilva: Waiting for this game like... VAMOS 🇧🇷 #BRASWI https://t.co/RRtKhvZDNG
1841,2018-06-17 18:11:09,['BRASWI'],en,"West Hampstead, London",GBR,1,I love watching Brazil play their game 😍 #BRASWI
1842,2018-06-17 18:11:16,[],en,Opta France,,1,"4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018… https://t.co/06xXyiXKe9"
1843,2018-06-17 18:11:26,[],en,Switzerland 🇨🇭,CHE,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
1844,2018-06-17 18:11:32,"['BRASWI', 'BRASUI']",fr,sonia ♡ emilie ,,1,Mais wooow c’était sublime #BRASWI #BRASUI
1845,2018-06-17 18:11:35,['BRASWI'],fr,,,0,Ohhhh ! 1ère occasion ! #BRASWI
1846,2018-06-17 18:11:36,"['BRA', 'BRASUI', 'Wm2018', 'BRASWI']",de,Jena,DEU,0,"Durchatmen, was eine dicke Chance für #BRA... #BRASUI #Wm2018 #BRASWI"
1847,2018-06-17 18:11:37,[],en,"Washington, DC",USA,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
1848,2018-06-17 18:11:39,[],en,Valais 🇨🇭,,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
1849,2018-06-17 18:11:40,"['Bra', 'BRASWI']",en,"Kadawatha, Sri Lanka",LKA,1,RT @da_sukiya: #Bra please do magic !! #BRASWI
1850,2018-06-17 18:11:44,[],en,Raftel,,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
1851,2018-06-17 18:11:46,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
1852,2018-06-17 18:11:47,['braswi'],en,,,1,"Dear Mr Brazil 🇧🇷 manager, you won’t win without Firmino #braswi"
1853,2018-06-17 18:11:47,"['BRASUI', 'Swiss', 'Switzerland', 'BRASWI']",en,London (ish),GBR,0,"Playing Swiss bingo here. Awaiting roll, timing, efficiency, neutrality, cheese or army knife. #BRASUI #Swiss #Switzerland #BRASWI"
1854,2018-06-17 18:11:51,['BRASWI'],en,"Little London, England",,-1,Shit #BRASWI https://t.co/PR9tida920
1855,2018-06-17 18:11:51,"['BRAZIL', 'BRASWI']",en,,,0,"Its just like watching #BRAZIL 

#BRASWI https://t.co/626vGqZunJ"
1856,2018-06-17 18:11:57,"['WorldCup', 'BRASUI']",en,Hargeisa,,1,Free Live Streaming: @Brazil vs Switzerland – #WorldCup | #BRASUI @Cadalool: https://t.co/AwI2r0kUTr
1857,2018-06-17 18:11:59,[],en,Paris / Nice / Liverpool,USA,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
1858,2018-06-17 18:12:00,[],en,"Nairobi, KENYA",KEN,1,"RT @SportPesa: 📊| 🇧🇷 vs 🇨🇭

Key Player - Neymar Jnr (85 Caps, 55 goals)
Expected Line up - 4-3-3
Team Worth - £863.3M

Key Player - Haris S…"
1859,2018-06-17 18:12:02,[],en,France,FRA,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
1860,2018-06-17 18:12:04,[],en,"Belfort, France",FRA,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
1861,2018-06-17 18:12:05,[],en,The Humber Riviera,,-1,"No real expectations ahead of this one &amp; no surprises. Standard Nike v standard Puma. Both pleasantly plain, which… https://t.co/MITUgJMM3q"
1862,2018-06-17 18:12:11,"['WorldCup', 'BRASWI']",en,#JC4PM,,1,That was a top save. So good the ref let him have a goalkick #WorldCup #BRASWI
1863,2018-06-17 18:12:13,"['BRASUI', 'BRASWI', 'WorldCup']",en,Cascadia,,-1,"11' Paulinho effort trickles just wide. Switzerland defending manically.

#BRASUI #BRASWI  @Isavlima @KCSGE #WorldCup"
1864,2018-06-17 18:12:13,[],en,Malaysia,MYS,1,"Close by Paulinho! He got lucky the ball fell to him close to the goal, but his effort goes narrowly wide of the fa… https://t.co/XzmeFzFPHp"
1865,2018-06-17 18:12:15,['BraSwi'],en,Toon Town UK ,,1,The Swiss like to stay neutral so they normally get beat 1-0 at tournaments #BraSwi
1866,2018-06-17 18:12:18,"['BRASUI', 'BRASWI', 'WorldCup2018', 'CoupeDuMonde2018']",en,London,GBR,0,Brazil vs Switzerland on @ITV now. Come on les Suisses! #BRASUI #BRASWI #WorldCup2018 #CoupeDuMonde2018
1867,2018-06-17 18:12:22,"['BRASUI', 'BRASWI']",fr,sonia ♡ emilie ,,0,#BRASUI #BRASWI Neymar il allait s’entraîner pour la CDM pendant que le PSG jouait sans lui car monsieur était bles… https://t.co/7fbKGHd2cr
1868,2018-06-17 18:12:22,['BraSwi'],en,"Worsley, England",,0,So close.... #BraSwi
1869,2018-06-17 18:12:28,['BRASWI'],fr,marseille,,0,RT @fabrodu13: #BRASWI neymar Toujours au top de la mode https://t.co/zSTkMKO9OQ
1870,2018-06-17 18:12:28,['JeuCiné'],fr,,,1,"RT @PronosoftSite: [#JeuCiné] 🇧🇷 Brésil - Suisse 🇨🇭

2 places de cinéma à gagner en trouvant le score exact ! 2 gagnants tirés au sort RT&amp;F…"
1871,2018-06-17 18:12:34,[],en,Hong Kong,HKG,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
1872,2018-06-17 18:12:36,['BRASWI'],en,,,0,Willian A.K.A Mr. Legover #BRASWI
1873,2018-06-17 18:12:38,['BRASWI'],en,Derry,USA,0,Sommer kicked that out like he was kicking a balloon.#BRASWI
1874,2018-06-17 18:12:38,"['WorldCup', 'India', 'Brazil', 'BRASWI']",en,Germany,DEU,1,RT @jkrprajapati: Does anyone know why most of the Indians support Brazillian team in the World Cup? #WorldCup #India #Brazil #BRASWI https…
1875,2018-06-17 18:12:47,[],en,"DKI Jakarta, Indonesia",IDN,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
1876,2018-06-17 18:12:56,"['BRESUI', 'BRASUI', 'braswi']",fr,"Sainte-Anne-sur-Brivet, France",FRA,0,#BRESUI #BRASUI #braswi  Quand Marcello passe à Willian il a l'impression de se passer la balle à lui même...capilairement parlant j'entends
1877,2018-06-17 18:12:57,"['BRASWI', 'BRASUI', 'SUI', 'WorldCup']",en,"East Midlands, England",,0,"You know, Xhaka is a bit of a rock #BRASWI #BRASUI #SUI #WorldCup"
1878,2018-06-17 18:12:57,['BRASWI'],en,Colchester Essex,,0,That's the Paulinho we all know #BRASWI
1879,2018-06-17 18:12:58,['BRASWI'],en,Sverige,,-1,RT @HabibaDaSilva: Waiting for this game like... VAMOS 🇧🇷 #BRASWI https://t.co/RRtKhvZDNG
1880,2018-06-17 18:13:01,['BRASWI'],en,"Watford, England",GBR,0,That’s the Paulinho we had at Spurs #BRASWI
1881,2018-06-17 18:13:02,['Worldcup'],en,London ,GBR,1,"Remember watching Brazil play in my first #Worldcup in 2002

At School with that television on wheels. Oldschool Ro… https://t.co/mxxPHfatkB"
1882,2018-06-17 18:13:06,"['Paulinho', 'Brazil', 'Fernandinho', 'WorldCup', 'BRASWI']",en,"Harwich, England",GBR,0,How #Paulinho gets ahead in this #Brazil team ahead of #Fernandinho is beyond me!! #WorldCup #BRASWI
1883,2018-06-17 18:13:06,['BRASWI'],en,London,GBR,-1,#BRASWI At last a World Cup match without one team playing in white (or pale grey). Proper colour fest! :)
1884,2018-06-17 18:13:06,"['BRASWI', 'WorldCup']",en,In and around.,,0,It's just like watching Brazil. #BRASWI #WorldCup
1885,2018-06-17 18:13:07,['FifaWorkdCup2018'],en,"Bangalore, India",IND,0,The #FifaWorkdCup2018 already thrown some shockers! Any predictions for this one? https://t.co/ru8PA1Hy6R
1886,2018-06-17 18:13:09,[],en,"Nottingham, England",GBR,1,"RT @Jonnyhibberd: Russia has built an impressive new stadium in Rostov where Brazil will play Switzerland today. 

Just 200km west of here…"
1887,2018-06-17 18:13:11,['BRA'],en,"Martley, England",,1,Beautiful passing and moving by #BRA so far. The ball retentionhas been great as they switch play from side-to-side… https://t.co/kiNFVVdajC
1888,2018-06-17 18:13:12,['BRASWI'],en,"London, England",GBR,-1,RT @HabibaDaSilva: Waiting for this game like... VAMOS 🇧🇷 #BRASWI https://t.co/RRtKhvZDNG
1889,2018-06-17 18:13:12,"['BRASWI', 'BRA']",en,,,1,"Wonder where Neymar got the idea for his new hair-cut...
#BRASWI #BRA https://t.co/JwgKg3jaDz"
1890,2018-06-17 18:13:14,[],en,,,1,Switzerland were much more attack-minded than I expected in their warmup with Spain. Looks like there not here to j… https://t.co/hJqMjz6mlU
1891,2018-06-17 18:13:14,"['Brasil', 'Brazil', 'Switzerland', 'BrazilVsSwizerland', 'WorldCup', 'CM2018']",pt,European Union,,0,"Brazil? What else? ☕️

#Brasil HOJE TEM BRASIL #Brazil #Switzerland #BrazilVsSwizerland #WorldCup #CM2018… https://t.co/Omb6Ibrksy"
1892,2018-06-17 18:13:17,"['BRASUI', 'BRASWI', 'WorldCup']",en,"Brasília, Brazil",BRA,-1,"RT @ProstSoccer: 11' Paulinho effort trickles just wide. Switzerland defending manically.

#BRASUI #BRASWI  @Isavlima @KCSGE #WorldCup"
1893,2018-06-17 18:13:19,[],en,Indonesia,IDN,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
1894,2018-06-17 18:13:19,['BRASWI'],en,Derry,USA,0,Do Neymar and Trump have the same barber? #BRASWI
1895,2018-06-17 18:13:20,[],en,United States,USA,1,"TODAY LIVE NOW
WOrld cup 2018 Brazil vs Switzerland live stream

LIVE LINK: https://t.co/cG1T1jK20H
LIVE LINK:… https://t.co/2F6Z0oe0Wy"
1896,2018-06-17 18:13:20,['BRASWI'],fr,"Paris, Ile-de-France",FRA,-1,Neymar il en fait toujours trop #BRASWI
1897,2018-06-17 18:13:21,"['Football', 'Neymar', 'WorldCup', 'BRASWI']",en,"London, England",GBR,-1,#Football god but king of bad taste : there is justice in this world 😉 #Neymar #WorldCup #BRASWI https://t.co/WzVnDpHfLu
1898,2018-06-17 18:13:24,[],en,"London, England",GBR,0,The make up 😍 https://t.co/tt7XIn4nsr
1899,2018-06-17 18:13:25,[],en,"Seine-Saint-Denis, Ile-de-France",FRA,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
1900,2018-06-17 18:13:26,['BRASWI'],pt,"Meschers-sur-Gironde, France",FRA,0,Ahahahha Neymar 👌🏽😂😍😍😍😍 #BRASWI
1901,2018-06-17 18:13:29,"['BRASWI', 'WorldCup']",en,South Africa,ZAF,-1,RT @IamShawnNeo: Expecting an electrifying game! #BRASWI #WorldCup
1902,2018-06-17 18:13:31,"['BRASWI', 'BRA']",en,Nepal,NPL,1,"RT @442oons: Wonder where Neymar got the idea for his new hair-cut...
#BRASWI #BRA https://t.co/JwgKg3jaDz"
1903,2018-06-17 18:13:33,"['worldcup', 'BRASWI']",en,,,1,Neymar is just classic ⚽️🔥👌🏼 #worldcup #BRASWI
1904,2018-06-17 18:13:35,['BRASWI'],en,UK,,-1,Winds me up how Clive Tyldesley says the word “another” the soft twat. Lee Dixon is one boring cunt as well #BRASWI… https://t.co/2pQvCuu7PW
1905,2018-06-17 18:13:36,['BRASWI'],it,"Bergamo, Lombardia",ITA,0,Vedere giocare il Brasile è tutto un joga bonito #BRASWI
1906,2018-06-17 18:13:38,"['BRASUI', 'BRASWI', 'WorldCup']",en,"District of Columbia, USA",USA,-1,"RT @ProstSoccer: 11' Paulinho effort trickles just wide. Switzerland defending manically.

#BRASUI #BRASWI  @Isavlima @KCSGE #WorldCup"
1907,2018-06-17 18:13:39,"['BRASWI', 'BRA']",en,"colombo,sri lanka",,1,"RT @442oons: Wonder where Neymar got the idea for his new hair-cut...
#BRASWI #BRA https://t.co/JwgKg3jaDz"
1908,2018-06-17 18:13:41,['BRASWI'],en,,,0,"#BRASWI  Go Swiss Go, you van do it, think cheese!!!!"
1909,2018-06-17 18:13:42,['BRASWI'],pt,Kattegat ,,0,Paulinho 😭 #BRASWI
1910,2018-06-17 18:13:43,"['LALATE', 'ENVIVO', 'Brazil', 'Switzerland', 'ENVIVO']",en,Established October 2007,,1,"⚽️ #LALATE ⚽️ #ENVIVO LIVE!
#Brazil vs #Switzerland 0-0 @ 13'!
#ENVIVO LIVE! ▶️▶️ https://t.co/nBobwPbNQG
""Brazil""""… https://t.co/yV1HXOf3AP"
