Age,Country,Description,Link,Name,Position,Firstname,Lastname
34,Russie,"Born in Mozdok in North Ossetia, Vladimir Gabulov’s career has taken him all across the country, with notable stints at Alania Vladikavkaz, Dynamo Moscow, Anzhi Makhachkala and Arsenal Tula.",https://api.fifa.com/api/v1/picture/players/2018fwc/186785_sq-300_jpg?allowDefaultPicture=true,VLADIMIR GABULOV,Goalkeeper,Vladimir,Gabulov
27,Russie,"After five years in the country, Mario Fernandes applied for Russian citizenship in April 2017, making him eligible to play for the national team. His debut came in October of that year in a friendly against Korea Republic; now he has to wait for his first appearance at a major tournament.",https://api.fifa.com/api/v1/picture/players/2018fwc/312866_sq-300_jpg?allowDefaultPicture=true,MARIO FERNANDES,Defender,Mario,Fernandes
24,Russie,"Central defender Ilya Kutepov started out at his local club Dynamo Stavropol before joining the Konoplyov Academy in Togliatti. Aged 18, Kutepov moved to Spartak Moscow. He played 24 out of 30 league games in the 2016/17 campaign, as Spartak Moscow marched towards the league title.",https://api.fifa.com/api/v1/picture/players/2018fwc/404425_sq-300_jpg?allowDefaultPicture=true,ILYA KUTEPOV,Defender,Ilya,Kutepov
38,Russie,"Only CSKA Moscow team-mate Igor Akinfeev could feasibly overtake Sergei Ignashevich’s record for Russia caps, but the 38-year-old may yet extend his lead at the top of the appearance rankings.",https://api.fifa.com/api/v1/picture/players/2018fwc/186787_sq-300_jpg?allowDefaultPicture=true,SERGEI IGNASHEVICH,Defender,Sergei,Ignashevich
29,Russie,"Stanislav Cherchesov picked Andrey Semenov for the first few games of his tenure, but the defender eventually fell out of favour. Nevertheless, injuries to a few players in this department has offered him a way back into the squad for the World Cup on home soil.",https://api.fifa.com/api/v1/picture/players/2018fwc/379985_sq-300_jpg?allowDefaultPicture=true,ANDREY SEMENOV,Defender,Andrey,Semenov
31,Russie,"Stanislav Cherchesov handed Kudriashov a start on his debut for the national team against Turkey on 31 August 2016. Since then, he has been a frequent presence in the line-up, usually playing as one of a three-man defence. Kudriashov played in all three matches for Russia at the FIFA Confederations Cup 2017, notably playing with a protective mask in the first two games because of a nose injury. He remains a key defender for the _Sbornaya_.",https://api.fifa.com/api/v1/picture/players/2018fwc/404424_sq-300_jpg?allowDefaultPicture=true,FEDOR KUDRIASHOV,Defender,Fedor,Kudriashov
31,Russie,Vladimir Granat started playing football aged seven in Ulan-Ude in the Russian Far East and by 17 he had broken into the first XI at Siberian club Zvezda Irkutsk. It only took five games for the capital’s teams to come sniffing around and within a year the defender had moved to Dynamo Moscow.,https://api.fifa.com/api/v1/picture/players/2018fwc/358046_sq-300_jpg?allowDefaultPicture=true,VLADIMIR GRANAT,Defender,Vladimir,Granat
29,Russie,"Igor Smolnikov first became a regular presence at right-back for Russia in 2014, but his journey to the national team took him far and wide before then.",https://api.fifa.com/api/v1/picture/players/2018fwc/375357_sq-300_jpg?allowDefaultPicture=true,IGOR SMOLNIKOV,Defender,Igor,Smolnikov
27,Russie,"Son of former striker Dmitry Cheryshev, Denis moved to Spain aged six with his father, who had just signed for Sporting Gijon. Denis himself started out at Sporting before following his dad to Burgos CF and eventually getting a chance at Real Madrid’s academy.",https://api.fifa.com/api/v1/picture/players/2018fwc/358883_sq-300_jpg?allowDefaultPicture=true,DENIS CHERYSHEV,Midfielder,Denis,Cheryshev
25,Russie,"Kuzyayev is comfortable playing in a number of positions: defensive and central midfield, on the wing and even in attack. His debut for the Russian national team came in a friendly against Korea Republic on 7 October 2017. This year he has spent a few months on the sidelines with injury but has returned in time to rediscover top form ahead of the FIFA World Cup.",https://api.fifa.com/api/v1/picture/players/2018fwc/411572_sq-300_jpg?allowDefaultPicture=true,DALER KUZIAEV,Midfielder,Daler,Kuziaev
28,Russie,"The defensive midfielder received his first international cap when he came on as a substitute in the friendly against Turkey on 31 August 2016, early in Stanislav Cherchesov’s reign. Gazinsky was named in the squad for the FIFA Confederations Cup 2017 but spent the entirety of it on the bench.",https://api.fifa.com/api/v1/picture/players/2018fwc/379988_sq-300_jpg?allowDefaultPicture=true,IURY GAZINSKY,Midfielder,Iury,Gazinsky
27,Russie,"Alan Dzagoev will be one of the most experienced heads in the Russia squad this summer, having made his debut under Guus Hiddink in a friendly against Germany in October 2008.",https://api.fifa.com/api/v1/picture/players/2018fwc/302539_sq-300_jpg?allowDefaultPicture=true,ALAN DZAGOEV,Midfielder,Alan,Dzagoev
24,Russie,"At the age of ten, Roman Zobnin moved 3500 kilometres from his home town of Irkutsk to the Konoplyov Academy in Togliatti. Having received his all-round football education there, he signed a professional contract with Dynamo Moscow towards the end of 2013.",https://api.fifa.com/api/v1/picture/players/2018fwc/404429_sq-300_jpg?allowDefaultPicture=true,ROMAN ZOBNIN,Midfielder,Roman,Zobnin
22,Russie,"At the relatively young age of 22, Aleksey Miranchuk has managed to carve out a key role in the starting line-ups at both club and international level.",https://api.fifa.com/api/v1/picture/players/2018fwc/371765_sq-300_jpg?allowDefaultPicture=true,ALEKSEY MIRANCHUK,Midfielder,Aleksey,Miranchuk
22,Russie,"A unique changing of the guard has recently taken place in the Russian national team: just as the Berezutsky brothers announced their retirement from international football, the Miranchuks stepped up to replace them as the new pair of identical twins in the squad.",https://api.fifa.com/api/v1/picture/players/2018fwc/411574_sq-300_jpg?allowDefaultPicture=true,ANTON MIRANCHUK,Midfielder,Anton,Miranchuk
22,Russie,"The youngest player in Russia's squad, Aleksandr Golovin was born and raised in the Siberian town of Kaltan. In a place lacking decent football pitches, the youngster was forced to hone his craft playing futsal, the legacy of which can be seen even today in his unique dribbling style.",https://api.fifa.com/api/v1/picture/players/2018fwc/371639_sq-300_jpg?allowDefaultPicture=true,ALEKSANDR GOLOVIN,Midfielder,Aleksandr,Golovin
34,Russie,Yuri Zhirkov is one of the most senior players in the Russia squad in terms of age. Only captain Igor Akinfeev and centre-back Sergei Ignashevich can come close to matching his experience on the international stage.,https://api.fifa.com/api/v1/picture/players/2018fwc/216432_sq-300_jpg?allowDefaultPicture=true,YURY ZHIRKOV,Midfielder,Yury,Zhirkov
33,Russie,"Born in Moscow to an Azerbaijani father and a Russian mother, Aleksandr Samedov has spent the entirety of his professional career in the capital, playing for five of its teams. Midway through the 2016/17 season, he re-joined the club where it all started for him – Spartak – and won the first league title of his career.",https://api.fifa.com/api/v1/picture/players/2018fwc/216435_sq-300_jpg?allowDefaultPicture=true,ALEKSANDR SAMEDOV,Midfielder,Aleksandr,Samedov
28,Russie,"Aleksandr Erokhin was first discovered as a youngster in Barnaul by coach Gennady Smertin, the father of former Russia captain Alexei. He developed under Gennady’s insightful tutelage for a couple of years, before eventually earning himself a place in Lokomotiv Moscow’s academy.",https://api.fifa.com/api/v1/picture/players/2018fwc/404421_sq-300_jpg?allowDefaultPicture=true,ALEKSANDR EROKHIN,Midfielder,Aleksandr,Erokhin
28,Russie,"There is no doubt that Fedor Smolov is his country’s biggest hope in attack, although it took a while for the striker from Saratov to live up to this billing.",https://api.fifa.com/api/v1/picture/players/2018fwc/358871_sq-300_jpg?allowDefaultPicture=true,FEDOR SMOLOV,Forward,Fedor,Smolov
29,Russie,"Artyom Dzyuba's first appearance at a major tournament was UEFA EURO 2016 where, like the rest of the team, he underwhelmed. The centre-forward might have got his chance at the FIFA Confederations Cup 2017, but he was forced to drop out of the squad at the last minute through injury. Nevertheless, when on form, he is one of the best strikers in the Russia squad.",https://api.fifa.com/api/v1/picture/players/2018fwc/358889_sq-300_jpg?allowDefaultPicture=true,ARTEM DZYUBA,Forward,Artem,Dzyuba
31,Arabie,"On the international stage, Abdullah Al Mayouf has been a frequent member of Saudi Arabia's squads over the last four years. He featured in two qualifiers on the road to Russia 2018, appearing against United Arab Emirates before the all-important win against Japan which secured the Green Falcons' return to the finals.",https://api.fifa.com/api/v1/picture/players/2018fwc/404372_sq-300_jpg?allowDefaultPicture=true,ABDULLAH ALMUAIOUF,Goalkeeper,Abdullah,Almuaiouf
34,Arabie,"Yasser Al Mosailem has been one of Saudi Arabia's leading goalkeepers for more than a decade. He began his international career in style too, helping the Green Falcons return to the final of the AFC Asian Cup in 2007.",https://api.fifa.com/api/v1/picture/players/2018fwc/198514_sq-300_jpg?allowDefaultPicture=true,YASSER AL MOSAILEM,Goalkeeper,Yasser,Almosailem
26,Arabie,"After being called up for a series of friendlies, Mohammed Al Owais was handed a starting berth in Saudi Arabia's crucial 2018 FIFA World Cup™ qualifier against Japan in Saitama – where he performed well despite a 2-1 loss.",https://api.fifa.com/api/v1/picture/players/2018fwc/396885_sq-300_jpg?allowDefaultPicture=true,MOHAMMED ALOWAIS,Goalkeeper,Mohammed,Alowais
30,Arabie,"Mansour Al Harbi emerged as a vital player for Saudi Arabia during the final round of Asian Zone qualifiers for the 2018 FIFA World Cup Russia™. When the dust had settled, the left-back had contested eight of ten fixtures, all of them as a starter.",https://api.fifa.com/api/v1/picture/players/2018fwc/347316_sq-300_jpg?allowDefaultPicture=true,MANSOUR ALHARBI,Defender,Mansour,Alharbi
34,Arabie,"Osama Hawsawi is among the most experienced players in the Saudi Arabia squad, having participated in the last three editions of the AFC Asian Cup.",https://api.fifa.com/api/v1/picture/players/2018fwc/278167_sq-300_jpg?allowDefaultPicture=true,OSAMA HAWSAWI,Defender,Osama,Hawsawi
28,Arabie,"Ali Al Bulaihi starred in helping Al Hilal win the Saudi title last season, with national team coach Juan Antonio Pizzi calling him up for the first time for the warm-up matches for Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/407983_sq-300_jpg?allowDefaultPicture=true,ALI ALBULAYHI,Defender,Ali,Albulayhi
32,Arabie,,https://api.fifa.com/api/v1/picture/players/2018fwc/385091_sq-300_jpg?allowDefaultPicture=true,OMAR HAWSAWI,Defender,Omar,Hawsawi
25,Arabie,"Mohammed Al Burayk forced his way into the Saudi Arabia reckoning during the second half of the Asian Zone qualifiers for the 2018 FIFA World Cup. He went on to appear in two important fixtures, featuring in the 1-0 victory against Iraq and the 3-2 loss to Australia.",https://api.fifa.com/api/v1/picture/players/2018fwc/397857_sq-300_jpg?allowDefaultPicture=true,MOHAMMED ALBURAYK,Defender,Mohammed,Alburayk
26,Arabie,"Capable of playing in both full-back positions, Yasir Al Shahrani was a core member of the Saudi Arabia team during the qualifiers for Russia 2018. In total, he started ten of the fixtures under former coach Bert van Marwijk.",https://api.fifa.com/api/v1/picture/players/2018fwc/339482_sq-300_jpg?allowDefaultPicture=true,YASIR AL SHAHRANI,Defender,Yasir,Alshahrani
26,Arabie,"Motaz Hawsawi bolstered the Saudi Arabia defence during the final round of qualifiers for the 2018 FIFA World Cup. In all, he contested four games, helping the national team secure their place at the finals.",https://api.fifa.com/api/v1/picture/players/2018fwc/339477_sq-300_jpg?allowDefaultPicture=true,MOTAZ HAWSAWI,Defender,Motaz,Hawsawi
28,Arabie,Salman Al Faraj is a precious cog in the Saudi Arabia midfield and the fulcrum of the entire team. He featured in every game during the Asian Zone qualifiers for Russia 2018 and spent more minutes on the pitch than all but two of his team-mates.,https://api.fifa.com/api/v1/picture/players/2018fwc/352891_sq-300_jpg?allowDefaultPicture=true,SALMAN ALFARAJ,Midfielder,Salman,Alfaraj
27,Arabie,"Yahia Al Shehri has been showcasing his ability from a young age. He got his first taste of international football back in 2009 and emerged as one of Saudi Arabia's most important players during the qualifiers for Russia 2018, missing just one match on the road to the finals.",https://api.fifa.com/api/v1/picture/players/2018fwc/347165_sq-300_jpg?allowDefaultPicture=true,YAHIA AL SHEHRI,Midfielder,Yahia,Alshehri
25,Arabie,,https://api.fifa.com/api/v1/picture/players/2018fwc/339485_sq-300_jpg?allowDefaultPicture=true,HATAN BAHBIR,Midfielder,Hatan,Bahbir
32,Arabie,"Abdulmalek Al Khaibri has become a regular fixture in the Saudi Arabia team over the last two years, with his defensive abilities and physical prowess earning him 16 starts in the qualifiers for 2018 FIFA World Cup Russia.",https://api.fifa.com/api/v1/picture/players/2018fwc/295184_sq-300_jpg?allowDefaultPicture=true,ABDULMALEK AL KHAIBRI,Midfielder,Abdulmalek,Alkhaibri
23,Arabie,,https://api.fifa.com/api/v1/picture/players/2018fwc/407993_sq-300_jpg?allowDefaultPicture=true,MOHAMED KANNO,Midfielder,Mohamed,Kanno
25,Arabie,"Capable of operating in a holding role or as a playmaker, Otayf was called into the national side towards the end of the qualifiers for Russia 2018, disputing both games against Australia and the decisive encounter with Japan. Indeed, he has emerged as one of Juan Antonio Pizzi's favourite options since the coach took over at the start of the year.",https://api.fifa.com/api/v1/picture/players/2018fwc/339474_sq-300_jpg?allowDefaultPicture=true,ABDULLAH OTAYF,Midfielder,Abdullah,Otayf
21,Arabie,Abdullah Al Khaibari will be one of the youngest Saudis ever to appear at the FIFA World Cup™ should he make it on to the pitch in Russia.,https://api.fifa.com/api/v1/picture/players/2018fwc/411624_sq-300_jpg?allowDefaultPicture=true,ABDULLAH ALKHAIBARI,Midfielder,Abdullah,Alkhaibari
30,Arabie,,https://api.fifa.com/api/v1/picture/players/2018fwc/390000_sq-300_jpg?allowDefaultPicture=true,HUSSAIN ALMOQAHWI,Midfielder,Hussain,Almoqahwi
33,Arabie,"Taiseer Al Jassam has been a pillar of the Saudi Arabia team for more than a decade. Indeed, he perhaps deserves recognition as the side's key performer on the road to Russia 2018, having featured in every match in the second and third qualifying rounds.",https://api.fifa.com/api/v1/picture/players/2018fwc/218083_sq-300_jpg?allowDefaultPicture=true,TAISEER AL JASSAM,Midfielder,Taiseer,Aljassam
26,Arabie,"Nicknamed the Neymar of the Gulf by Saudi Arabia fans, Salem Al Dossari first began turning heads at the FIFA U-20 World Cup Colombia 2011, where he scored a goal and helped his side reach the knockout phase.",https://api.fifa.com/api/v1/picture/players/2018fwc/339745_sq-300_jpg?allowDefaultPicture=true,SALEM AL DAWSARI,Midfielder,Salem,Aldawsari
31,Arabie,"Blessed with a natural eye for goal, Al Sahlawi has helped his club side Al Nasr clinch numerous trophies. After scoring three times for Saudi Arabia at the 2015 AFC Asian Cup, he will now be hoping to do even better at the 2018 FIFA World Cup Russia™.",https://api.fifa.com/api/v1/picture/players/2018fwc/288078_sq-300_jpg?allowDefaultPicture=true,MOHAMMED ALSAHLAWI,Forward,Mohammed,Alsahlawi
23,Arabie,"Fahad Al Muwallad assured himself of a place in Saudi Arabian football history when he scored the winning goal against Japan in the Green Falcons' final qualifier for 2018 FIFA World Cup Russia™, securing their berth at the global showcase.",https://api.fifa.com/api/v1/picture/players/2018fwc/339470_sq-300_jpg?allowDefaultPicture=true,FAHAD AL MUWALLAD,Forward,Fahad,Almuwallad
31,Arabie,"Muhannad Asiri found his footing for Saudi Arabia at the Arabian Gulf Cup in 2010 and went on to feature in the 2-1 triumph against Iraq during the qualifiers for the 2018 FIFA World Cup™, before returning to the squad at the start of this year.",https://api.fifa.com/api/v1/picture/players/2018fwc/330914_sq-300_jpg?allowDefaultPicture=true,MUHANNAD ABU RADIYAH,Forward,Muhannad,Aburadiyah
25,Iran,"Ali Beiranvand has emerged as IR Iran's first-choice goalkeeper in recent years, with his height and aerial dominance helping him solidify his standing.",https://api.fifa.com/api/v1/picture/players/2018fwc/380007_sq-300_jpg?allowDefaultPicture=true,ALI BEIRANVAND,Goalkeeper,Ali,Beiranvand
29,Iran,Goalkeeper Mohammad Mazaheri represented Iran at the U-20 and U-23 level before winning his first senior cap against India during the Asian Zone qualifiers for the 2018 FIFA World Cup Russia™.,https://api.fifa.com/api/v1/picture/players/2018fwc/397792_sq-300_jpg?allowDefaultPicture=true,MOHAMMAD MAZAHERI,Goalkeeper,Mohammad,Mazaheri
25,Iran,Amir Abedzadeh is sure to feel plenty of pride at Russia 2018 after his father Ahmad Reza Abedzadeh served between the posts for IR Iran at France 1998.,https://api.fifa.com/api/v1/picture/players/2018fwc/411643_sq-300_jpg?allowDefaultPicture=true,AMIR ABEDZADEH,Goalkeeper,Amir,Abedzadeh
28,Iran,"Boasting talent in spades and remarkable athleticism, Ehsan Hajsafi has always been a key figure for both club and country.",https://api.fifa.com/api/v1/picture/players/2018fwc/288961_sq-300_jpg?allowDefaultPicture=true,EHSAN HAJISAFI,Defender,Ehsan,Hajisafi
24,Iran,"Roozbeh Cheshmi's career appeared to have been derailed three years ago when he suffered a cruciate ligament injury in his knee, shortly after joining Esteghlal from Saba Qom. After a long struggle, he returned to prove his worth for the Tehran giants, becoming a key player and earning his maiden IR Iran cap last August.",https://api.fifa.com/api/v1/picture/players/2018fwc/406595_sq-300_jpg?allowDefaultPicture=true,ROOZBEH CHESHMI,Defender,Roozbeh,Cheshmi
24,Iran,"Milad Mohammadi is renowned for his extraordinary speed and agility, qualities which have made him among the most prominent full-backs in Iranian football over the last four years.",https://api.fifa.com/api/v1/picture/players/2018fwc/390537_sq-300_jpg?allowDefaultPicture=true,MILAD MOHAMMADI,Defender,Milad,Mohammadi
26,Iran,"Morteza Pouraliganji is one of the most promising defenders to have emerged for IR Iran in recent years. First called up a few months after the team's failed bid to reach the Round of 16 at Brazil 2014, he celebrated his maiden cap at the start of 2015.",https://api.fifa.com/api/v1/picture/players/2018fwc/314249_sq-300_jpg?allowDefaultPicture=true,MORTEZA POURALIGANJI,Defender,Morteza,Pouraliganji
27,Iran,"Mohammad Reza Khanzadeh has had an eventful career, representing five different Iranian clubs in seven years before he joined Padideh in 2017. He has become a cornerstone of the side since his arrival, with his talents at the back regularly shining through.",https://api.fifa.com/api/v1/picture/players/2018fwc/379885_sq-300_jpg?allowDefaultPicture=true,MOHAMMAD REZA KHANZADEH,Defender,Mohammad,Rezakhanzadeh
34,Iran,"Pejman Montazeri has enjoyed a successful career in the Iranian league, picking up a total of three league titles with Foolad and Esteghlal. He has also turned out for Umm Salal, as well as Qatari side Al Ahli.",https://api.fifa.com/api/v1/picture/players/2018fwc/251481_sq-300_jpg?allowDefaultPicture=true,PEJMAN MONTAZERI,Defender,Pejman,Montazeri
21,Iran,"Majid Hosseini began his professional career with Esteghlal in 2014, having played his youth football at Saipa. After a short loan spell with Rah Ahan, he returned to Esteghlal to become a pillar of the club's defence over the last two years.",https://api.fifa.com/api/v1/picture/players/2018fwc/371735_sq-300_jpg?allowDefaultPicture=true,MAJID HOSSEINI,Defender,Majid,Hosseini
28,Iran,"Ramin Rezaeian possesses thrilling speed and remarkable dribbling ability, qualities which have made him a real menace down the right flank – both as a full-back and a winger.",https://api.fifa.com/api/v1/picture/players/2018fwc/384797_sq-300_jpg?allowDefaultPicture=true,RAMIN REZAEIAN,Defender,Ramin,Rezaeian
23,Iran,"Mehdi Torabi was named the best young player in the Iranian league after starring for Saipa in the 2015/16 season, having earlier launched his career with the club in 2012. The pacy winger also turned heads with IR Iran at the 2016 AFC U-23 Championship.",https://api.fifa.com/api/v1/picture/players/2018fwc/390535_sq-300_jpg?allowDefaultPicture=true,MEHDI TORABI,Midfielder,Mehdi,Torabi
21,Iran,"Still only 21, Saeid Ezatolahi has exploded on to the scene, as one of the burgeoning stars of Iranian football since beginning his career with Malavan.",https://api.fifa.com/api/v1/picture/players/2018fwc/371736_sq-300_jpg?allowDefaultPicture=true,SAEID EZATOLAHI,Midfielder,Saeid,Ezatolahi
34,Iran,"Masoud Shojaei offers valuable experience, as the only IR Iran player to have taken part in two separate FIFA World Cup™ finals. Limited to 13 minutes of action at Germany 2006, he played all three matches at Brazil 2014, as Iran returned to the global showcase.",https://api.fifa.com/api/v1/picture/players/2018fwc/213170_sq-300_jpg?allowDefaultPicture=true,MASOUD SHOJAEI,Midfielder,Masoud,Shojaei
